65,65,79,89,97,101,104,108,111,114,115,116,117,117,118,118,119,119,119,119,0,
65,65,76,88,93,99,103,107,110,112,113,115,116,118,118,118,118,119,119,119,0,
65,65,76,86,92,99,104,109,112,113,115,115,116,115,116,115,117,117,118,119,0,
65,65,76,88,97,104,108,110,112,114,115,115,117,118,117,118,118,118,119,118,0,
65,65,75,85,93,101,105,108,110,113,115,117,119,119,119,119,120,119,119,119,0,
65,65,74,82,88,95,102,108,111,112,114,116,117,117,118,119,119,119,119,120,0,
65,65,76,85,93,98,102,106,110,113,115,116,116,116,117,118,119,119,119,120,0,
65,65,76,83,90,95,98,104,107,110,113,116,117,118,118,118,118,118,118,118,0,
65,65,77,85,92,97,101,105,107,111,115,117,119,119,119,119,119,119,119,119,0,
65,65,76,86,94,100,105,110,114,116,118,118,118,118,119,119,119,119,119,120,0,
65,65,73,81,88,95,101,105,109,113,115,116,117,118,119,119,119,119,119,119,0,
65,65,73,83,89,93,98,102,106,110,112,114,117,118,118,118,118,119,118,119,0,
65,65,72,81,88,95,103,107,111,114,114,117,117,118,119,119,120,119,119,119,0,
65,65,74,81,87,93,100,105,108,112,114,115,116,117,118,118,119,119,119,119,0,
65,65,75,86,97,104,108,111,115,116,117,117,118,119,119,119,119,119,120,119,0,
65,65,75,85,91,97,101,108,112,115,117,118,119,119,119,119,119,119,119,119,0,
65,65,76,83,91,99,105,110,113,115,116,117,118,119,119,119,119,119,119,119,0,
65,65,78,89,98,104,108,112,114,115,115,116,117,116,117,118,118,118,118,118,0,
65,65,73,83,89,95,100,103,106,110,113,116,117,118,119,119,119,119,119,119,0,
65,65,75,85,90,95,100,104,108,110,113,114,116,116,117,117,118,117,118,118,0,
65,65,76,91,99,103,106,108,110,112,114,116,117,117,117,118,118,118,118,118,0,
65,65,76,84,92,101,108,112,115,116,116,117,118,119,119,119,119,119,119,119,0,
65,65,76,85,90,99,104,108,113,114,115,117,117,118,119,119,119,119,119,119,0,
65,65,77,85,92,98,103,105,109,112,113,116,117,117,118,118,118,119,119,119,0,
65,65,78,86,95,100,104,107,111,114,116,116,116,117,117,117,117,118,118,118,0,
65,65,77,88,93,100,105,109,112,114,115,117,117,118,119,118,118,119,119,119,0,
65,65,76,85,91,97,103,108,113,115,116,117,118,119,119,119,119,119,119,119,0,
65,65,78,90,99,103,109,112,114,115,116,116,117,117,117,118,118,118,118,118,0,
65,65,76,85,96,102,107,110,114,116,116,117,118,118,119,119,119,119,119,119,0,
65,65,76,82,90,100,106,111,114,116,117,117,118,118,119,119,120,120,120,119,0,
65,65,77,85,95,99,105,111,115,117,118,119,119,119,119,119,120,119,119,120,0,
65,65,77,84,92,99,103,108,112,113,115,115,116,117,117,118,118,119,119,120,0,
65,65,75,83,88,93,98,105,109,112,114,116,117,118,118,118,118,119,119,119,0,
65,65,75,85,92,100,103,105,107,109,112,113,116,117,117,118,118,119,119,119,0,
65,65,77,86,95,100,105,109,112,114,116,117,118,119,119,119,119,119,119,119,0,
65,65,75,85,94,102,107,110,112,114,115,116,117,118,118,118,118,118,119,120,0,
65,65,72,81,89,94,98,101,105,109,112,114,116,118,119,118,119,119,119,120,0,
65,65,75,81,89,96,100,101,104,110,113,116,117,118,118,119,119,119,120,119,0,
65,65,76,84,92,100,104,107,111,112,114,115,116,116,117,117,118,118,119,119,0,
65,65,75,84,91,97,102,106,110,113,115,116,116,116,117,117,118,118,118,118,0,
65,65,76,86,93,101,105,110,114,114,116,116,117,118,118,118,118,119,119,119,0,
65,65,76,84,92,99,105,107,111,114,116,116,117,118,118,118,118,118,118,118,0,
65,65,78,87,95,101,104,108,111,113,115,116,118,118,118,118,119,119,119,119,0,
65,65,80,88,92,97,102,105,110,112,114,115,116,116,117,117,118,118,119,119,0,
65,65,78,86,93,99,104,107,110,114,116,117,117,118,118,118,118,119,119,119,0,
65,65,81,89,97,104,107,110,112,113,114,115,117,117,117,118,118,118,119,119,0,
65,65,78,87,96,100,104,107,111,113,115,116,117,117,117,118,119,119,120,119,0,
65,65,75,84,90,98,102,107,110,113,115,116,117,118,118,119,119,119,119,119,0,
65,65,76,87,97,102,108,113,116,117,118,119,119,119,119,119,119,119,119,119,0,
65,65,74,83,92,96,102,107,111,113,115,116,116,117,118,119,118,119,119,119,0,
